Name,Birthday,Outcome Type,Outcome Subtype,Animal Type,Sex,Breed,Color
,3/18/11,Euthanasia,Suffering,Cat,Intact Female,Domestic Shorthair Mix,Tortie
*Josh,7/17/13,Transfer,Partner,Dog,Neutered Male,Jack Russell Terrier Mix,Tricolor
,9/15/13,Euthanasia,Suffering,Cat,Intact Female,Siamese Mix,Flame Point
,6/1/19,Euthanasia,At Vet,Cat,Intact Male,Domestic Shorthair,Orange Tabby
,7/12/17,Euthanasia,Rabies Risk,Cat,Neutered Male,Domestic Shorthair,Black
Gringo,9/12/18,Return to Owner,,Dog,Intact Male,Australian Shepherd,Brown Merle/White
,7/10/17,Transfer,Partner,Dog,Neutered Male,Bichon Frise,White/White
*Mojo,3/19/19,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Torbie
,7/10/13,Euthanasia,Suffering,Cat,Unknown,Domestic Shorthair Mix,Black
Layla,11/23/05,Return to Owner,,Cat,Spayed Female,Domestic Shorthair Mix,Black/White
Bailey,7/12/16,Return to Owner,,Dog,Intact Female,Belgian Malinois Mix,Brown/Black
,5/1/19,Transfer,Partner,Cat,Intact Male,Domestic Shorthair,Orange Tabby
Chaki,7/13/17,Return to Owner,,Dog,Intact Male,Chihuahua Shorthair,White/Brown
Tugboat,9/5/11,Return to Owner,,Dog,Neutered Male,English Bulldog Mix,Brown/White
,6/27/19,Transfer,Partner,Cat,Intact Male,Domestic Shorthair,Gray Tabby
,3/3/14,Euthanasia,Suffering,Other,Intact Male,Opossum Mix,Brown
,7/11/18,Transfer,Snr,Cat,Intact Female,Domestic Shorthair,Brown Tabby
Major,7/13/13,Euthanasia,Behavior,Dog,Neutered Male,American Staffordshire Terrier Mix,Fawn
*Zorro,1/24/14,Adoption,Foster,Dog,Neutered Male,Siberian Husky/Labrador Retriever,Sable
Mimi,12/6/10,Adoption,,Dog,Spayed Female,Chihuahua Shorthair Mix,Tan/White
Exalibur,7/23/14,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Blue/White
*Crunchella,3/28/14,Transfer,Partner,Dog,Spayed Female,Norwich Terrier Mix,Buff/White
Jade,8/23/12,Return to Owner,,Dog,Intact Female,English Bulldog,Black/White
*Mimi,7/6/14,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Orange Tabby
*Dottie Rebel,2/22/19,Adoption,,Cat,Spayed Female,Domestic Shorthair,Torbie
,7/10/15,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby/White
*Ferlata,9/9/15,Adoption,,Dog,Spayed Female,German Shepherd Mix,Brown/Black
Rambo,11/28/16,Adoption,,Dog,Neutered Male,Labrador Retriever Mix,Brown
*Agnes,12/2/12,Transfer,Partner,Dog,Spayed Female,Bullmastiff Mix,Sable
*Boone,7/11/17,Transfer,Partner,Dog,Neutered Male,Dachshund,Red
Pumpkin,8/11/15,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby
Elvis,6/23/08,Return to Owner,,Dog,Neutered Male,Rottweiler,Black/Red
Paco,11/12/07,Return to Owner,,Dog,Neutered Male,Chihuahua Shorthair Mix,Tan
,5/6/19,Transfer,Partner,Cat,Intact Female,Domestic Shorthair,Black
,7/12/17,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair,Calico
*Quimby,9/3/16,Adoption,,Dog,Neutered Male,Labrador Retriever Mix,Black
Ollie,4/25/11,Return to Owner,,Dog,Neutered Male,Standard Schnauzer,Black
*Percy,9/11/11,Euthanasia,Behavior,Dog,Neutered Male,Pit Bull Mix,Black/White
Snow White,2/21/13,Adoption,Foster,Dog,Spayed Female,American Bulldog Mix,White
Luke,6/14/15,Adoption,,Dog,Neutered Male,Pit Bull Mix,Fawn/White
Buddy,11/6/12,Return to Owner,,Dog,Intact Male,American Staffordshire Terrier Mix,Brown/White
*Otis,4/27/14,Transfer,Partner,Cat,Neutered Male,Domestic Medium Hair Mix,Orange Tabby
Leo,3/4/15,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Black/White
,9/19/14,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby
Charley,8/28/13,Adoption,Foster,Cat,Neutered Male,Domestic Shorthair Mix,Black/White
,12/12/13,Euthanasia,Rabies Risk,Other,Unknown,Bat Mix,Brown
*Skippyjohn,11/9/16,Adoption,Foster,Cat,Neutered Male,Siamese Mix,Seal Point
*Max,9/13/08,Adoption,Foster,Dog,Neutered Male,German Shepherd Mix,Brown/Black
Kilo,11/9/14,Return to Owner,,Dog,Neutered Male,German Shepherd/Boxer,Brown Brindle/White
,2/9/14,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Black/White
Ripley,2/20/01,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Torbie
Trent,5/12/14,Adoption,,Dog,Neutered Male,American Pit Bull Terrier/Pit Bull,Brown/White
Artemis,1/21/12,Adoption,,Dog,Spayed Female,Yorkshire Terrier Mix,Gray
,4/14/15,Transfer,SCRP,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby/White
Truffles,6/27/14,Adoption,,Cat,Spayed Female,Domestic Medium Hair Mix,Calico
,3/13/15,Euthanasia,Rabies Risk,Other,Unknown,Bat Mix,Brown
,11/9/11,Euthanasia,Suffering,Dog,Intact Male,Miniature Schnauzer Mix,Gray/Black
,4/9/14,Euthanasia,Suffering,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby
Luna,4/3/15,Adoption,,Dog,Spayed Female,Labrador Retriever Mix,Blue
Sunny,4/27/11,Return to Owner,,Dog,Neutered Male,Pug,Black
Dean,7/17/13,Return to Owner,,Dog,Neutered Male,Golden Retriever Mix,Brown
Monty,3/29/15,Transfer,Partner,Dog,Intact Male,Pit Bull Mix,Red/White
Lucky,2/17/16,Return to Owner,,Dog,Intact Male,Great Pyrenees Mix,White/Black
Amy,1/26/10,Return to Owner,,Dog,Spayed Female,Chihuahua Shorthair Mix,Tricolor/White
Binz,10/8/16,Return to Owner,,Dog,Neutered Male,American Bulldog Mix,White/Gray
Cash,5/22/11,Return to Owner,,Dog,Intact Male,Labrador Retriever Mix,Black
Elizabeth T,11/8/15,Adoption,Foster,Dog,Spayed Female,Border Terrier,Black/Tan
,5/9/17,Transfer,Snr,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby
*Hops,4/24/16,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby/White
*Iona,4/9/08,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby/White
,4/7/18,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby
,4/15/18,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby
Sweet Pea,4/15/16,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Torbie
Dotty,2/23/15,Adoption,,Dog,Spayed Female,Boston Terrier Mix,White/Blue
Ziggy,5/24/18,Return to Owner,,Dog,Neutered Male,Pit Bull Mix,White/Black
,3/16/18,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Blue
,7/20/18,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby
*Dodger,5/1/16,Transfer,Partner,Other,Intact Male,Guinea Pig Mix,Tricolor
Taylor,9/26/11,Transfer,Partner,Dog,Spayed Female,Shiba Inu Mix,Tan
*Jenny,8/2/16,Transfer,Partner,Cat,Intact Female,Domestic Medium Hair Mix,Black
Eris,1/22/07,Return to Owner,,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby
,1/31/16,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Orange
*Abby,10/8/13,Adoption,,Dog,Spayed Female,Miniature Schnauzer Mix,Blue/Tan
,3/23/13,Transfer,SCRP,Cat,Spayed Female,Domestic Shorthair Mix,Tortie
Rocky,6/17/14,Adoption,,Dog,Neutered Male,German Shepherd/Siberian Husky,Tan/Black
*Tofu,3/29/16,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Blue Tabby
Nico,1/21/18,Return to Owner,,Dog,Neutered Male,Siberian Husky/Labrador Retriever,Tan
,11/24/14,Euthanasia,Rabies Risk,Dog,Intact Male,Cairn Terrier Mix,Buff/Cream
Diamond,4/10/19,Adoption,,Cat,Spayed Female,Siamese,Lynx Point
,12/15/18,Transfer,Partner,Cat,Neutered Male,Siamese,Lilac Point
Lucy,8/19/14,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby/White
,8/7/15,Transfer,Partner,Dog,Intact Female,Border Collie Mix,Black/White
Athena,4/7/19,Adoption,,Cat,Intact Female,Domestic Shorthair,Brown Tabby/Calico
Baby,7/11/16,Return to Owner,,Dog,Intact Female,Staffordshire,Brown/White
,5/12/15,Euthanasia,Suffering,Cat,Intact Male,Domestic Shorthair Mix,Black
*Murray,4/2/16,Adoption,Foster,Cat,Neutered Male,Domestic Shorthair Mix,Blue Tabby/White
Roxy,3/1/11,Adoption,,Dog,Spayed Female,Jack Russell Terrier/Dachshund,White/Brown Brindle
,11/16/14,Died,In Kennel,Dog,Intact Male,German Shepherd Mix,Black/White
Maryjane,9/7/07,Adoption,,Dog,Spayed Female,Pit Bull Mix,Tan/White
Kogi,6/9/15,Adoption,Foster,Cat,Neutered Male,Siamese Mix,Lynx Point
Maryanne,12/9/04,Transfer,Partner,Dog,Spayed Female,Miniature Schnauzer Mix,Black
,9/20/16,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Calico
*Cooper,12/1/10,Adoption,Foster,Dog,Neutered Male,German Shepherd/Chinese Sharpei,Sable/White
,2/5/15,Adoption,,Dog,Neutered Male,Siberian Husky/German Shepherd,Black/Tricolor
Bella,8/28/15,Adoption,,Dog,Spayed Female,Pit Bull Mix,Black/White
,5/18/13,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby/White
,10/26/14,Transfer,Partner,Dog,Neutered Male,Cairn Terrier Mix,White
,8/13/16,Died,In Kennel,Cat,Unknown,Domestic Shorthair Mix,Orange Tabby
Frankie,7/4/14,Adoption,Foster,Dog,Neutered Male,Pit Bull Mix,Brown Brindle/White
Pancake,9/12/14,Adoption,,Dog,Neutered Male,Chihuahua Shorthair Mix,Brown/White
,7/23/13,Transfer,SCRP,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby
,2/26/07,Transfer,Partner,Dog,Spayed Female,Shih Tzu Mix,Gray
Constance,11/5/14,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby
Polo,7/12/12,Return to Owner,,Dog,Intact Male,Pit Bull Mix,Brown/White
Pixie,2/24/13,Adoption,,Dog,Spayed Female,Pit Bull Mix,Fawn
,7/13/16,Transfer,SCRP,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby
,5/28/14,Euthanasia,Suffering,Cat,Intact Male,Domestic Shorthair Mix,Black/White
,3/11/19,Adoption,,Dog,Spayed Female,German Shepherd,Black/Brown
Leia,5/27/14,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby
,4/2/19,Adoption,,Cat,Neutered Male,Domestic Shorthair,Brown Tabby/White
,7/11/18,Adoption,,Cat,Neutered Male,Domestic Medium Hair,Blue Tabby/White
Woodchuck 20,12/2/14,Return to Owner,,Cat,Neutered Male,Domestic Shorthair Mix,Blue Tabby/White
Kano,7/19/17,Return to Owner,,Dog,Intact Male,Staffordshire Mix,Tan/White
Chief,7/15/13,Adoption,,Dog,Neutered Male,Beagle/Pit Bull,Tan
Kai Franco,4/15/14,Adoption,,Dog,Neutered Male,Labrador Retriever Mix,Black/White
,3/31/14,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby
Chico,3/20/06,Return to Owner,,Dog,Intact Male,Chihuahua Shorthair,Chocolate/White
Chiquita,3/31/14,Return to Owner,,Dog,Spayed Female,Manchester Terrier Mix,Black/Tan
,7/14/16,Adoption,,Dog,Neutered Male,Border Collie Mix,Black/White
*Daisy,11/1/13,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Torbie
,5/11/19,Adoption,,Cat,Spayed Female,Domestic Shorthair,Blue Tabby/White
,7/11/18,Adoption,,Cat,Spayed Female,Domestic Shorthair,Torbie
,1/11/19,Adoption,,Dog,Spayed Female,Collie Smooth,Black/White
,8/6/14,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby
Yuchie,7/10/17,Return to Ownerdopt,,Dog,Spayed Female,Maltese Mix,White/Tan
,10/20/13,Adoption,Foster,Dog,Spayed Female,German Shepherd Mix,Brown
,1/10/19,Adoption,,Dog,Spayed Female,Chihuahua Shorthair Mix,Tan/White
,3/2/11,Adoption,,Dog,Neutered Male,Miniature Poodle Mix,Tan
Lady,9/7/11,Return to Owner,,Dog,Spayed Female,Pit Bull Mix,Tan/White
*Benny,6/27/14,Euthanasia,Suffering,Cat,Intact Male,Domestic Shorthair Mix,Blue Tabby
,1/11/19,Adoption,,Dog,Neutered Male,Collie Smooth,White
Donaghue,3/29/13,Return to Owner,,Dog,Neutered Male,Chihuahua Shorthair Mix,Red
,7/1/16,Adoption,,Cat,Spayed Female,Siamese Mix,Lynx Point
,5/14/13,Adoption,,Dog,Spayed Female,Cardigan Welsh Corgi Mix,Tricolor
,10/1/14,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Cream Tabby/White
,5/20/15,Transfer,SCRP,Cat,Neutered Male,Domestic Shorthair Mix,Black
*Gretel,11/29/14,Adoption,Foster,Cat,Spayed Female,Domestic Medium Hair Mix,Torbie/White
Tucker,10/23/13,Return to Owner,,Dog,Neutered Male,Labrador Retriever Mix,Red
*Squiggles,6/1/17,Adoption,,Dog,Neutered Male,Labrador Retriever Mix,Brown/White
Lexi,10/9/18,Adoption,,Dog,Spayed Female,Border Collie,Tan/White
,4/17/19,Adoption,,Cat,Spayed Female,Domestic Shorthair,Blue Tabby
Buddy,7/11/14,Return to Owner,,Dog,Intact Male,Great Pyrenees/Labrador Retriever,White
Chato,11/3/13,Return to Owner,,Dog,Neutered Male,Rhod Ridgeback Mix,Red
Bebe,7/11/17,Return to Owner,,Dog,Intact Female,Great Pyrenees/Labrador Retriever,White
*Wilson,12/4/10,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Black/White
186 G *Blue Mark,7/8/19,Transfer,Partner,Cat,Intact Male,Domestic Shorthair,Black/White
142 G *Pink Mark,7/8/19,Transfer,Partner,Cat,Intact Female,Domestic Shorthair,Black
,4/2/13,Transfer,Partner,Dog,Spayed Female,Shih Tzu Mix,Black
*Carlos,5/12/15,Adoption,Foster,Cat,Neutered Male,Domestic Shorthair Mix,Black/White
,4/11/14,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby
Hailey,8/4/05,Return to Owner,,Dog,Spayed Female,Miniature Schnauzer Mix,White/Gray
,4/27/14,Euthanasia,Suffering,Other,Unknown,Opossum Mix,Gray/Black
*Scout,10/13/14,Adoption,Foster,Dog,Neutered Male,Labrador Retriever Mix,Black/Tan
*Raul,3/15/14,Transfer,Partner,Dog,Neutered Male,Pit Bull Mix,Fawn/White
Vegas,7/26/10,Return to Owner,,Dog,Neutered Male,Catahoula/Bulldog,Brown Brindle/White
Daisy,5/11/13,Return to Owner,,Dog,Spayed Female,Pit Bull Mix,Brown/White
Mia,11/9/11,Transfer,Partner,Dog,Intact Female,Rhod Ridgeback Mix,Brown
200 G *Red Mark,7/8/19,Transfer,Partner,Cat,Intact Male,Domestic Shorthair,Black/White
,10/27/12,Return to Owner,,Cat,Neutered Male,Siamese Mix,Lynx Point/White
160 Grams,7/11/19,Transfer,Partner,Cat,Intact Male,Domestic Shorthair,Black
186 G *Green Mark,7/8/19,Transfer,Partner,Cat,Intact Male,Domestic Shorthair,Black/White
Earl,9/10/06,Return to Owner,,Dog,Neutered Male,Pit Bull Mix,Black Brindle/White
Endo,2/14/15,Return to Owner,,Cat,Neutered Male,Domestic Shorthair Mix,Black/White
Simon,10/17/15,Adoption,,Dog,Neutered Male,Labrador Retriever Mix,Black/White
,4/19/00,Euthanasia,Suffering,Dog,Intact Male,Flat Coat Retriever Mix,Black
,4/14/16,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Flame Point
149 G *Purple Mark,7/8/19,Transfer,Partner,Cat,Intact Female,Domestic Shorthair,Black
Dude,9/9/14,Return to Owner,,Dog,Neutered Male,Labrador Retriever Mix,Black
Lazey,6/3/14,Adoption,,Dog,Spayed Female,Pharaoh Hound Mix,Tan
Jackson,7/27/16,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Black
*Eleanor,9/16/13,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,White/Brown Tabby
*Blizzard,4/18/16,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,White/Blue
188 G *Yellow Mark,7/8/19,Transfer,Partner,Cat,Intact Male,Domestic Shorthair,Black/White
*Happy,12/11/12,Adoption,,Dog,Spayed Female,Blue Lacy Mix,Blue
122 G *Orange Mark,7/8/19,Transfer,Partner,Cat,Intact Male,Domestic Shorthair,Black/White
,3/17/14,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Black
*Lori,11/7/11,Transfer,Partner,Dog,Spayed Female,Beagle/Pit Bull,Brown Brindle/White
Mr.Whiskers,5/30/06,Adoption,Foster,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby/White
*Willa,7/6/18,Adoption,,Dog,Spayed Female,German Shepherd,Sable
Sadie,5/1/15,Return to Owner,,Dog,Intact Female,Pit Bull Mix,White/Black
190 Grams,7/11/19,Transfer,Partner,Cat,Intact Male,Domestic Shorthair,Black/White
Scraps,6/22/15,Adoption,,Dog,Neutered Male,Carolina Dog Mix,Sable
,7/11/12,Adoption,,Dog,Neutered Male,Yorkshire Terrier Mix,Brown/Black
,3/25/15,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Gray Tabby
*Coconut,4/30/08,Adoption,Foster,Dog,Spayed Female,Pomeranian Mix,Brown/Tan
May,4/9/19,Adoption,,Dog,Spayed Female,Labrador Retriever Mix,Tricolor
,5/10/11,Return to Owner,,Dog,Neutered Male,American Bulldog Mix,Blue/White
Hopper,8/26/03,Return to Owner,,Dog,Intact Female,Maltese Mix,White
*Gage,5/29/15,Transfer,Partner,Dog,Neutered Male,Plott Hound Mix,Brown Brindle/Brown
Bruno,11/12/11,Transfer,Partner,Dog,Neutered Male,Pit Bull Mix,Brown/White
*Casey,12/2/09,Transfer,Partner,Dog,Intact Female,Chihuahua Shorthair Mix,Black/Tan
*Charlie,1/22/09,Adoption,,Dog,Neutered Male,Pbgv Mix,White/Brown
,4/22/15,Euthanasia,,Other,Unknown,Raccoon,Brown/Black
,4/4/14,Transfer,Partner,Cat,Spayed Female,Domestic Longhair Mix,Brown Tabby
*Goldie,4/19/14,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Calico
Boni,12/16/12,Transfer,Partner,Dog,Neutered Male,Chihuahua Shorthair Mix,Black/Brown
*Caroline,1/31/15,Adoption,,Dog,Spayed Female,Australian Kelpie Mix,Black/Tan
Guiness,1/17/01,Return to Owner,,Dog,Neutered Male,Newfoundland Mix,Black
,4/5/10,Return to Owner,,Dog,Neutered Male,Labrador Retriever Mix,Black
Pinky,7/29/14,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Orange Tabby
Charlie,6/2/13,Adoption,,Dog,Neutered Male,English Springer Spaniel Mix,White/Black
,6/9/12,Euthanasia,Suffering,Cat,Intact Male,Domestic Shorthair Mix,Black/White
Gidget,9/16/12,Adoption,,Dog,Spayed Female,American Staffordshire Terrier Mix,Blue/White
Domingo,12/28/14,Adoption,,Dog,Neutered Male,German Shepherd/Labrador Retriever,Black
,5/25/15,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Black
*Paris,4/8/13,Transfer,Partner,Dog,Spayed Female,American Staffordshire Terrier Mix,Black/White
Leo,6/13/15,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Blue Tabby/White
*Sheba,12/19/15,Adoption,,Dog,Spayed Female,Pointer Mix,Black/White
*Mickey,6/6/10,Transfer,Partner,Dog,Neutered Male,Chihuahua Shorthair Mix,Brown
*Colt,12/29/05,Transfer,Partner,Dog,Neutered Male,American Bulldog Mix,White/Tan
*Morado,1/11/04,Return to Owner,,Dog,Neutered Male,Parson Russell Terrier Mix,Brown/White
Jupiter,6/23/11,Adoption,,Dog,Neutered Male,German Shepherd Mix,Black/Tan
Taz,4/21/15,Euthanasia,Aggressive,Dog,Neutered Male,Labrador Retriever Mix,Black
*Rowdy,5/8/14,Adoption,,Dog,Neutered Male,Dachshund/Chihuahua Shorthair,Red
Rocky,2/24/05,Euthanasia,Suffering,Dog,Neutered Male,Cardigan Welsh Corgi/Australian Shepherd,Tricolor
,7/3/12,Transfer,Partner,Dog,Intact Female,Pekingese,Tan
Maude,4/22/18,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Black
*Felix,2/27/18,Adoption,Foster,Cat,Neutered Male,Domestic Medium Hair Mix,Blue
,9/28/16,Euthanasia,Suffering,Other,Unknown,Opossum,Gray/White
Penelope,11/8/15,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Torbie
Lucky,12/5/15,Return to Owner,,Dog,Intact Female,Pit Bull/Boxer,Blue Tiger/White
Rummy,5/7/17,Adoption,,Dog,Intact Female,Pit Bull Mix,Blue/White
,2/2/17,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Blue
*Hoover,8/21/17,Adoption,,Dog,Neutered Male,Border Collie Mix,Black
Alan,1/17/12,Return to Owner,,Cat,Neutered Male,Domestic Shorthair Mix,Blue/White
Jack,11/9/17,Transfer,Partner,Dog,Neutered Male,Dachshund Mix,White/Black
*Willa,4/10/18,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Blue Tabby
Ginger,1/27/11,Transfer,Partner,Dog,Spayed Female,Beagle Mix,Tricolor
*Bibibap,5/19/17,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby
Bob,3/31/17,Adoption,,Cat,Neutered Male,Domestic Shorthair,Brown Tabby
,6/24/18,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,White/Black
*Nemo,4/15/18,Adoption,Foster,Cat,Neutered Male,Domestic Shorthair Mix,Black
Beau,6/4/15,Adoption,,Dog,Neutered Male,Labrador Retriever Mix,Black/White
*Nelson,10/16/10,Transfer,Partner,Dog,Neutered Male,American Bulldog Mix,Brown Brindle/White
*Lyra,8/29/15,Adoption,,Cat,Spayed Female,Domestic Longhair Mix,Black
,8/30/13,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby
,4/3/14,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby
*Bass,4/8/19,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Black
Baxter,6/7/13,Return to Owner,,Dog,Neutered Male,Boxer Mix,Brown Brindle/White
,7/2/13,Transfer,Partner,Dog,Spayed Female,Dachshund Mix,Black/Tan
*Jill,1/19/16,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Black
Leoncita,7/11/18,Transfer,Partner,Dog,Spayed Female,Chihuahua Longhair,Tan
Zoey,1/15/16,Transfer,Partner,Dog,Spayed Female,Pug/Chihuahua Shorthair,Black/White
Sophie,5/29/08,Adoption,,Dog,Spayed Female,Miniature Poodle Mix,White
,12/17/16,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Black
,3/16/14,Transfer,Partner,Dog,Intact Male,Great Pyrenees/Labrador Retriever,White
Bette,12/13/10,Return to Owner,,Dog,Spayed Female,Dachshund Mix,Blue Tick/Black
,9/4/15,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby
,6/9/15,Euthanasia,Rabies Risk,Other,Unknown,Bat Mix,Red
,11/2/11,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Black/White
Star,2/15/12,Adoption,,Dog,Spayed Female,Anatol Shepherd Mix,Tan/White
Chase,1/15/16,Transfer,Partner,Dog,Neutered Male,Pug/Chihuahua Shorthair,Brown/Black
Lana,7/6/18,Adoption,,Dog,Spayed Female,Labrador Retriever Mix,Tan
,3/16/19,Adoption,Foster,Cat,Neutered Male,Domestic Shorthair Mix,Black/White
Meow Meow,3/9/12,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,Blue Tabby
Ollie,11/10/07,Adoption,,Dog,Spayed Female,Beagle Mix,Tricolor
*Bambi,3/10/11,Adoption,,Dog,Spayed Female,Chihuahua Shorthair Mix,Brown
,3/29/13,Died,,Other,Unknown,Bat Mix,Brown
*Sadie,10/28/18,Adoption,Foster,Dog,Spayed Female,Black Mouth Cur,Tan/White
*Paprika,5/6/15,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Blue Tabby/White
Big Sister,2/7/18,Return to Owner,,Dog,Intact Female,Parson Russell Terrier Mix,White/Tricolor
*Austin,2/4/09,Transfer,Partner,Dog,Neutered Male,Jack Russell Terrier Mix,Tricolor
Sprinkles,10/14/13,Return to Owner,,Dog,Neutered Male,Rottweiler Mix,Black/White
George,5/27/14,Return to Owner,,Dog,Neutered Male,American Staffordshire Terrier Mix,Blue/White
Max,4/1/13,Adoption,,Dog,Neutered Male,Wire Hair Fox Terrier Mix,White/Black
*Charles,5/28/15,Adoption,Foster,Cat,Neutered Male,Domestic Medium Hair Mix,Blue Tabby/White
Panda,3/3/16,Adoption,,Dog,Spayed Female,Catahoula Mix,White/Black
,2/10/15,Transfer,Partner,Dog,Intact Female,Labrador Retriever/Plott Hound,Black
Gizmo,11/12/18,Adoption,,Dog,Neutered Male,Boxer/Beagle,Brown
Emma,1/18/14,Adoption,,Dog,Spayed Female,German Shepherd Mix,Buff/Black
Spooky,4/11/09,Adoption,Foster,Cat,Neutered Male,Domestic Longhair Mix,Black
Hazel,1/5/18,Return to Owner,,Dog,Intact Female,Rat Terrier Mix,Brown
,6/15/19,Return to Owner,,Dog,Intact Female,Parson Russell Terrier,Brown/Black
,6/15/19,Return to Owner,,Dog,Intact Male,Parson Russell Terrier,Blue
,6/5/14,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Blue Tabby/White
Oscar,7/5/09,Return to Owner,,Dog,Intact Male,Dachshund,Tan
Pinga-Linga,1/10/16,Return to Owner,,Dog,Spayed Female,Shih Tzu Mix,White/Gray
Shorty,7/10/12,Adoption,,Dog,Neutered Male,Chihuahua Shorthair,Tan
,1/10/09,Euthanasia,Suffering,Cat,Intact Female,Maine Coon,Brown Tabby/White
*Leroy,10/17/13,Transfer,Partner,Dog,Neutered Male,Pit Bull Mix,Red/White
